,artist_name,track_name,Genre,mode,duration_ms,time_signature,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3122,dance with the dead,they drive by night,Electronic,0,271596,4,0.538,0.829,11,-6.549,0.0615,0.765,0.000742,0.121,0.78,134.047
3123,basshunter,can you,Electronic,1,143140,4,0.536,0.997,9,-5.583,0.0458,0.00269,7.95e-05,0.294,0.652,144.98
3124,blue stahli,metamorphosis,Electronic,0,277557,4,0.232,0.909,5,-5.474,0.11,2.99e-05,0.032,0.442,0.446,167.95
3125,alunageorge,mediator,Electronic,1,227720,4,0.616,0.549,9,-6.645,0.0309,0.228,0.0,0.125,0.168,142.932
3126,alunageorge,just a touch,Electronic,1,193307,4,0.704,0.591,1,-4.709,0.0564,0.0363,5.71e-05,0.103,0.694,189.95
3127,alle farben,bad ideas,Electronic,1,166213,4,0.749,0.71,7,-6.63,0.0331,0.0163,0.0237,0.0892,0.678,120.005
3128,199x,someday,Electronic,1,134984,4,0.272,0.801,7,-4.841,0.0661,0.00521,8.74e-06,0.434,0.539,89.088
3129,chromeo,frequent flyer,Electronic,1,193613,4,0.778,0.728,6,-5.615,0.0456,0.337,0.109,0.0771,0.791,121.028
3130,afro celt sound system,release,Electronic,0,456160,4,0.632,0.829,5,-7.272,0.0492,0.0212,0.0595,0.108,0.54,100.073
3131,conjure one,one word,Electronic,1,280080,4,0.587,0.725,0,-7.15,0.0289,0.00901,0.0277,0.181,0.209,92.006
3132,cut copy,visions,Electronic,0,71440,4,0.682,0.479,9,-10.38,0.0353,0.889,0.509,0.0776,0.867,123.206
3133,cibo matto,artichoke,Electronic,1,401747,4,0.372,0.196,7,-16.532,0.0486,0.629,0.1,0.293,0.252,60.063
3134,the avalanches,live at dominoes,Electronic,0,338947,4,0.602,0.951,5,-6.251,0.089,0.0076,0.0165,0.978,0.57,124.97
3135,alpha,waiting,Electronic,1,232373,4,0.469,0.451,6,-10.359,0.0289,0.0128,0.63,0.279,0.0501,97.554
3136,the books,beautiful people,Electronic,1,172787,4,0.656,0.613,7,-10.0,0.0468,0.716,0.0203,0.384,0.412,134.721
3137,alborosie,rastafari anthem,Electronic,1,206733,4,0.758,0.643,7,-6.107,0.392,0.0353,0.0,0.134,0.568,76.757
3138,alunageorge,hold your head high,Electronic,1,240320,4,0.76,0.835,8,-2.993,0.0635,0.585,6.79e-05,0.253,0.888,100.015
3139,clean bandit,new eyes,Electronic,1,226442,4,0.687,0.614,9,-8.106,0.0641,0.0686,0.0,0.177,0.597,140.066
3140,blaqk audio,first to love,Electronic,0,223999,4,0.565,0.858,2,-4.515,0.0499,0.000308,7.79e-05,0.0474,0.213,119.984
3141,department of eagles,teenagers,Electronic,1,188387,4,0.559,0.638,1,-5.087,0.0324,0.751,0.698,0.235,0.403,130.186
3142,frisco,wrong side of town,Electronic,0,206267,4,0.616,0.826,11,-6.234,0.0724,0.0893,0.0,0.0963,0.347,128.017
3143,gorgon city,go all night,Electronic,1,200361,4,0.731,0.625,2,-8.089,0.041,0.00503,0.000121,0.183,0.498,121.029
3144,alan walker,alone,Electronic,1,160427,4,0.673,0.914,10,-3.962,0.0496,0.229,0.000478,0.186,0.183,97.021
3145,dj sammy,life is just a game,Electronic,1,232587,4,0.542,0.958,0,-4.97,0.0378,0.142,0.455,0.055,0.333,158.815
3146,atb,beam me up,Electronic,1,272012,4,0.66,0.422,8,-7.13,0.0304,0.422,3.35e-06,0.101,0.164,129.964
3147,david guetta,repeat,Electronic,1,206319,4,0.609,0.765,2,-5.556,0.0265,0.00562,9.1e-05,0.524,0.525,131.902
3148,buju banton,reunion,Electronic,0,246133,4,0.681,0.806,9,-4.813,0.133,0.0405,0.0,0.149,0.841,84.395
3149,adventure club,goodnight,Electronic,1,194397,4,0.639,0.534,4,-6.38,0.0461,0.187,0.000853,0.113,0.199,115.023
3150,dot allison,tomorrow never comes,Electronic,1,269107,5,0.246,0.21,0,-13.482,0.0377,0.928,0.155,0.0786,0.173,123.258
3151,burial,broken home,Electronic,0,304640,4,0.686,0.611,7,-6.892,0.179,0.0537,0.746,0.0963,0.303,140.186
3152,anne dudley,medhel an gwyns,Electronic,0,135853,3,0.312,0.141,10,-13.271,0.0373,0.974,2.41e-05,0.165,0.824,79.693
3153,everything but the girl,downhill racer,Electronic,1,229867,4,0.78,0.494,1,-10.188,0.0622,0.102,0.000223,0.0667,0.731,99.983
3154,atb,here with me,Electronic,0,312413,4,0.572,0.87,5,-7.242,0.0373,0.0207,0.616,0.12,0.111,136.985
3155,2 unlimited,faces,Electronic,1,228352,4,0.589,0.953,4,-12.375,0.0401,0.00409,0.00249,0.339,0.801,130.016
3156,chic,believer,Electronic,1,307213,4,0.855,0.506,7,-14.156,0.0944,0.36,0.00687,0.0391,0.882,115.708
3157,crystal castles,affection,Electronic,0,156707,4,0.656,0.829,4,-7.107,0.0459,0.0575,0.00783,0.137,0.576,124.64
3158,blutengel,night of sin,Electronic,1,293640,4,0.474,0.877,8,-5.922,0.0401,0.541,0.000138,0.308,0.36,94.935
3159,frisco,crep collection,Electronic,1,140187,4,0.777,0.848,1,-5.82,0.414,0.0301,0.0,0.245,0.786,65.626
3160,capleton,same old story,Electronic,1,238080,4,0.493,0.877,7,-3.87,0.251,0.0734,0.0,0.0905,0.597,76.93
3161,edward,distracted,Electronic,1,203533,4,0.587,0.818,9,-4.99,0.0415,0.000292,0.00108,0.143,0.387,178.123
3162,benny benassi,dance the pain away,Electronic,1,220645,4,0.571,0.686,9,-4.084,0.0528,0.154,0.0,0.173,0.143,124.026
3163,ghost,death knell,Electronic,1,276627,4,0.599,0.791,7,-4.988,0.0454,0.0344,0.000471,0.304,0.251,130.026
3164,darko,chewbacca defence,Electronic,0,214767,4,0.508,0.977,7,-2.889,0.108,0.000152,9.41e-05,0.117,0.437,102.616
3165,anjali,dusk,Electronic,0,262000,3,0.28,0.294,4,-12.185,0.0351,0.105,0.0,0.0859,0.141,79.529
3166,allure,mama said,Electronic,1,228333,5,0.323,0.4,2,-11.073,0.0476,0.814,0.0,0.194,0.446,84.165
3167,atlas sound,modern aquatic nightsongs,Electronic,1,249480,4,0.303,0.36,7,-15.956,0.0477,0.608,0.0909,0.469,0.286,118.983
3168,creature feature,tigerlilly,Electronic,1,373240,4,0.248,0.54,3,-10.973,0.0352,5.77e-05,0.158,0.111,0.405,174.253
3169,datarock,true stories,Electronic,1,169520,5,0.679,0.863,7,-4.199,0.0989,0.000499,0.0,0.0579,0.913,137.017
3170,echoboy,automatic eyes,Electronic,1,275693,4,0.538,0.997,0,-3.613,0.0475,0.00381,0.405,0.407,0.416,129.348
3171,blue foundation,ghost,Electronic,0,255627,4,0.632,0.59,1,-7.541,0.0259,0.306,0.000109,0.268,0.0996,109.997
3172,culture beat,no deeper meaning,Electronic,0,360667,4,0.628,0.937,1,-8.966,0.0452,0.0129,0.0769,0.24,0.843,122.166
3173,datarock,ugly primadonna,Electronic,0,216747,4,0.703,0.324,4,-7.673,0.0343,0.000318,0.0667,0.11,0.555,119.99
3174,dot allison,colour me,Electronic,1,272427,4,0.547,0.714,8,-7.448,0.0354,0.0864,0.117,0.123,0.599,149.876
3175,chromeo,you make it rough,Electronic,1,438480,4,0.796,0.818,7,-6.821,0.0501,0.0195,0.392,0.135,0.773,125.932
3176,blue stahli,down in flames,Electronic,1,247187,4,0.502,0.965,7,-3.523,0.048,1.43e-05,0.0017,0.387,0.515,139.999
3177,funker vogt,nothing new,Electronic,0,324973,4,0.52,0.857,5,-6.531,0.0257,0.00118,0.602,0.0896,0.258,99.885
3178,david sylvian,nostalgia,Electronic,1,342387,4,0.404,0.387,7,-11.562,0.0811,0.888,0.564,0.101,0.174,168.701
3179,enigma,shadows in silence,Electronic,0,261200,4,0.541,0.467,7,-16.06,0.0294,0.549,0.964,0.131,0.464,139.998
3180,css,how i became paranoid,Electronic,1,205960,4,0.532,0.881,0,-4.617,0.0316,4.79e-05,0.0229,0.0705,0.907,140.008
3181,dirty sanchez,fucking on the dance floor,Electronic,1,335093,4,0.612,0.788,8,-6.896,0.0406,0.00116,0.00312,0.0663,0.81,137.96
3182,bt,lifeline,Electronic,0,276907,4,0.578,0.76,8,-5.858,0.031,0.015,0.0443,0.133,0.221,130.025
3183,felix jaehn,book of love,Electronic,0,198439,4,0.656,0.835,9,-4.915,0.0278,0.166,0.0116,0.218,0.455,125.023
3184,darko,from trust to conformity,Electronic,0,170829,4,0.274,0.95,2,-2.899,0.157,1.48e-05,2.96e-05,0.605,0.758,169.927
3185,buju banton,complaint,Electronic,1,239867,4,0.629,0.689,6,-8.65,0.227,0.154,0.0,0.342,0.827,174.345
3186,flume,holdin on,Electronic,1,154414,4,0.43,0.436,8,-4.816,0.119,0.17,0.0,0.128,0.217,90.053
3187,goldfrapp,train,Electronic,1,251080,4,0.628,0.714,10,-6.07,0.0263,0.000547,0.0946,0.0749,0.353,130.011
3188,cibo matto,theme,Electronic,1,649493,4,0.466,0.312,7,-15.822,0.154,0.38,0.538,0.152,0.205,108.353
3189,everything but the girl,the heart remains a child,Electronic,0,230027,4,0.781,0.523,10,-11.043,0.123,0.0433,0.00279,0.0605,0.631,91.906
3190,cut copy,hanging onto every heartbeat,Electronic,1,277093,4,0.621,0.681,7,-4.807,0.0344,0.0139,0.000269,0.287,0.56,120.006
3191,everything but the girl,twin cities,Electronic,1,278267,4,0.643,0.682,7,-10.123,0.0327,0.319,2.43e-06,0.21,0.923,138.001
3192,dawin,jumpshot,Electronic,0,209093,4,0.912,0.628,6,-3.869,0.0802,0.212,0.0,0.0294,0.828,97.039
3193,dj antoine,everlasting love,Electronic,1,237387,4,0.636,0.829,0,-3.372,0.0328,0.0679,0.0,0.051,0.779,127.998
3194,armin van buuren,golddigger,Electronic,0,286600,4,0.386,0.523,7,-10.426,0.0298,0.00517,9.11e-05,0.0876,0.0395,169.942
3195,css,city grrl,Electronic,1,262973,4,0.619,0.811,0,-3.693,0.0289,0.0678,2.45e-05,0.324,0.587,119.982
3196,ghost,majesty,Electronic,1,324373,4,0.515,0.843,7,-4.654,0.0359,0.000652,0.00277,0.0904,0.541,94.997
3197,atb,love will find you,Electronic,0,350747,4,0.674,0.536,9,-8.206,0.0326,0.186,0.000338,0.405,0.117,133.02
3198,esben and the witch,swans,Electronic,0,275133,4,0.226,0.243,0,-12.592,0.0421,0.667,0.0409,0.0993,0.0355,170.927
3199,adrian lux,alive,Electronic,0,213159,4,0.602,0.733,11,-7.345,0.11,0.00294,0.0,0.267,0.55,124.996
3200,capleton,original man,Electronic,0,241960,4,0.747,0.799,4,-6.859,0.144,0.0925,5.89e-05,0.169,0.74,95.044
3201,avey tare,cemeteries,Electronic,1,249093,4,0.214,0.313,10,-21.658,0.0534,0.822,0.587,0.121,0.227,134.234
3202,airlock,awakening,Electronic,1,252493,4,0.337,0.56,1,-10.474,0.0396,0.0103,0.0229,0.104,0.639,85.382
3203,dirty vegas,little white doves,Electronic,1,217658,4,0.581,0.928,0,-5.017,0.0337,0.000197,5.94e-06,0.141,0.602,129.998
3204,deepcentral,russian girl,Electronic,0,247520,4,0.784,0.752,6,-8.135,0.0687,0.0164,0.0202,0.0406,0.698,128.017
3205,dirty vegas,given you everything,Electronic,1,391493,4,0.527,0.951,8,-3.379,0.0382,0.204,0.0933,0.0868,0.51,140.015
3206,dive,the truth about us,Electronic,1,177853,4,0.551,0.844,1,-5.079,0.0343,8.27e-05,5.75e-06,0.141,0.688,119.957
3207,dive,all the way down,Electronic,1,189827,4,0.598,0.648,11,-7.13,0.0319,3.88e-05,0.0154,0.295,0.582,120.003
3208,dirty vegas,lost not found,Electronic,0,245800,4,0.799,0.683,4,-11.065,0.0837,0.68,0.808,0.205,0.304,127.03
3209,brian eno,help me somebody,Electronic,1,256480,4,0.668,0.957,8,-7.034,0.0685,0.476,0.802,0.378,0.904,148.463
3210,funker vogt,the last,Electronic,0,279587,4,0.574,0.612,9,-11.569,0.0324,2.51e-05,0.736,0.0908,0.492,127.994
3211,bag raiders,not over,Electronic,0,239947,4,0.575,0.937,9,-3.425,0.0335,0.00152,4.9e-05,0.209,0.806,114.036
3212,everything but the girl,i always was your girl,Electronic,1,240093,4,0.712,0.426,7,-13.29,0.0428,0.512,0.00679,0.0613,0.492,100.374
3213,beat connection,reality tv,Electronic,1,265307,4,0.66,0.851,2,-7.076,0.0413,0.000878,0.0137,0.0798,0.839,119.992
3214,armin van buuren,empty state,Electronic,0,450533,4,0.516,0.822,9,-11.786,0.036,3.69e-05,0.641,0.259,0.232,135.994
3215,calvin harris,blue,Electronic,0,220213,4,0.656,0.865,9,-5.479,0.0479,0.0216,1.82e-05,0.203,0.416,130.007
3216,balkan beat box,hermetico,Electronic,1,308773,4,0.762,0.762,11,-6.913,0.0612,0.0576,0.00402,0.995,0.538,100.348
3217,air,the vagabond,Electronic,1,337533,4,0.608,0.514,8,-4.782,0.0451,0.23,0.226,0.052,0.313,139.647
3218,cameo,anything you wanna do,Electronic,1,212533,4,0.867,0.596,0,-10.47,0.045,0.478,0.351,0.0515,0.965,111.328
3219,css,i fly,Electronic,0,196933,4,0.499,0.956,11,-5.165,0.06,0.000112,3.96e-05,0.304,0.681,149.974
3220,clint crisher,magnet in my pants,Electronic,0,228813,4,0.801,0.748,11,-8.542,0.0319,0.00434,0.00872,0.17,0.723,129.932
3221,capleton,hurts my heart,Electronic,1,273773,4,0.803,0.499,11,-8.5,0.189,0.00539,1.57e-06,0.0576,0.774,90.994
3222,avey tare,heather in the hospital,Electronic,1,197853,4,0.605,0.563,1,-15.609,0.261,0.608,0.00208,0.581,0.428,119.927
3223,alpha,wise,Electronic,0,383960,3,0.205,0.295,11,-11.926,0.0359,0.704,0.151,0.29,0.137,120.018
3224,broken back,excuses,Electronic,1,224907,4,0.683,0.791,5,-7.69,0.0723,0.321,2.51e-06,0.405,0.453,95.006
3225,combichrist,shut up and swallow,Electronic,1,346893,4,0.552,0.957,9,-4.027,0.099,0.00944,0.0228,0.102,0.125,134.984
3226,dot dot curve,shake your titties,Electronic,0,194840,4,0.646,0.755,11,-7.092,0.203,0.00254,0.00065,0.228,0.755,129.948
3227,darko,seaward,Electronic,0,124952,4,0.526,0.983,2,-3.014,0.109,0.0003,0.0,0.0534,0.442,110.116
3228,abandon all ships,megawacko,Electronic,0,221947,4,0.303,0.911,11,-5.026,0.331,0.00583,0.00144,0.181,0.111,153.346
3229,breakbot,why,Electronic,1,322040,4,0.778,0.737,0,-6.411,0.0519,0.194,0.0,0.286,0.367,126.029
3230,conjure one,tears from the moon,Electronic,0,257893,4,0.654,0.776,4,-5.971,0.0379,0.104,0.0459,0.239,0.853,102.83
3231,bike paths,day in babe,Electronic,1,189074,4,0.707,0.522,8,-11.361,0.0334,0.317,0.0,0.0849,0.803,118.103
3232,datarock,give it up,Electronic,1,167675,4,0.658,0.966,2,-5.647,0.0611,0.000311,0.00533,0.268,0.894,139.99
3233,alex g,proof,Electronic,1,250226,3,0.37,0.243,11,-8.111,0.0372,0.774,0.0,0.129,0.256,152.179
3234,enigma,morphing thru time,Electronic,0,347827,4,0.256,0.617,4,-9.386,0.0465,0.0952,0.0949,0.579,0.18,147.782
3235,artful dodger,scream,Electronic,1,338013,4,0.488,0.606,4,-13.185,0.0563,0.422,0.0558,0.0812,0.329,109.917
3236,cut copy,take me higher,Electronic,0,351788,4,0.508,0.937,8,-3.561,0.0344,0.062,0.627,0.332,0.511,109.989
3237,cut copy,in memory capsule,Electronic,0,279658,4,0.541,0.972,7,-2.68,0.0526,0.0146,0.664,0.392,0.732,114.003
3238,css,rhythm to the rebels,Electronic,1,217480,4,0.571,0.953,1,-5.242,0.034,0.00496,0.0377,0.459,0.887,139.977
3239,belleruche,reflection,Electronic,0,196947,4,0.874,0.389,11,-9.615,0.0623,0.837,0.0272,0.112,0.845,136.965
3240,dash berlin,disarm yourself,Electronic,0,184480,4,0.501,0.906,6,-6.016,0.0758,0.029,0.00558,0.106,0.213,133.98
3241,dot allison,strung out,Electronic,1,242333,4,0.542,0.843,9,-5.07,0.0322,0.00512,0.0227,0.354,0.583,110.097
3242,cut copy,strangers in the wind,Electronic,0,285787,4,0.567,0.804,4,-3.976,0.0378,0.0588,4.3e-05,0.199,0.533,119.961
3243,dune,so beautiful,Electronic,1,400320,4,0.52,0.732,11,-12.758,0.0319,0.123,0.506,0.331,0.441,151.02
3244,anja garbarek,this momentous day,Electronic,0,260480,4,0.613,0.238,9,-10.583,0.0556,0.425,0.0,0.314,0.226,119.953
3245,barrington levy,watch dem murderer,Electronic,1,287452,5,0.524,0.74,1,-7.251,0.539,0.194,0.0,0.611,0.52,123.744
3246,bt,solar plexus,Electronic,0,254000,4,0.263,0.685,4,-10.532,0.0798,0.0327,0.00555,0.319,0.0778,184.06
3247,felix da housecat,ready 2 wear,Electronic,0,221667,4,0.645,0.706,0,-8.042,0.0276,0.101,0.000787,0.125,0.799,125.918
3248,bob sinclar,rainbow of love,Electronic,1,206787,4,0.577,0.836,9,-4.753,0.0394,0.0182,0.00204,0.287,0.84,129.99
3249,david dunn,have everything,Electronic,0,221077,4,0.429,0.827,11,-4.217,0.0544,0.0556,0.0,0.0762,0.686,168.045
3250,dyro,against all odds,Electronic,1,223394,4,0.622,0.927,1,-4.476,0.0511,0.00439,0.0245,0.0892,0.574,129.996
3251,duck sauce,anyway,Electronic,0,302920,4,0.781,0.847,0,-5.323,0.373,0.0286,5.84e-05,0.277,0.65,127.991
3252,deine lakaien,overpaid,Electronic,0,222027,4,0.548,0.962,6,-6.425,0.0707,0.128,0.00463,0.289,0.332,172.0
3253,css,meeting paris hilton,Electronic,1,191413,4,0.692,0.935,11,-6.38,0.0626,0.0326,0.026,0.0924,0.797,150.021
3254,dj rap,changes,Electronic,0,435600,4,0.656,0.642,11,-5.814,0.0841,0.00381,0.245,0.244,0.258,164.998
3255,capleton,babylon a use dem brain,Electronic,1,231640,4,0.658,0.665,0,-7.247,0.335,0.383,0.0,0.353,0.695,154.091
3256,deine lakaien,kiss,Electronic,0,240800,3,0.438,0.739,6,-7.239,0.145,0.226,0.0256,0.0955,0.709,183.146
3257,culture beat,i like you,Electronic,0,238040,4,0.747,0.744,6,-10.83,0.033,0.0132,0.000394,0.131,0.341,124.867
3258,bumblebeez,rappa,Electronic,1,175747,4,0.836,0.79,9,-6.162,0.376,0.346,9e-05,0.15,0.542,103.986
3259,bushman,call the hearse,Electronic,1,227827,5,0.613,0.472,1,-11.084,0.379,0.0312,0.0,0.0731,0.518,115.766
3260,cibo matto,mfn,Electronic,1,207911,4,0.565,0.701,5,-4.098,0.0445,0.144,0.0,0.125,0.421,150.9
3261,connie lim,morning,Electronic,1,256053,4,0.726,0.521,4,-8.834,0.0385,0.304,0.000156,0.0913,0.141,115.011
3262,dht,at seventeen,Electronic,1,248160,4,0.676,0.867,0,-6.401,0.0332,0.0345,6.61e-05,0.107,0.866,129.988
3263,belleruche,bird mess,Electronic,1,244453,4,0.883,0.563,0,-7.094,0.116,0.29,1.69e-05,0.0869,0.547,101.138
3264,datarock,fear of death,Electronic,1,135473,4,0.637,0.882,9,-6.46,0.0413,0.0954,0.00106,0.0887,0.929,158.095
3265,cham,tic toc,Electronic,1,229800,4,0.833,0.711,0,-5.052,0.3,0.412,0.0,0.0801,0.65,94.044
3266,department of eagles,no one does it like you,Electronic,0,238747,4,0.667,0.546,1,-5.213,0.0304,0.161,3.1e-05,0.101,0.607,114.571
3267,atb,killing me inside,Electronic,0,321086,4,0.653,0.53,5,-9.673,0.037,0.305,0.06,0.111,0.196,123.988
3268,dirty vegas,emma,Electronic,1,227092,4,0.667,0.769,3,-6.449,0.032,0.231,0.029,0.0966,0.267,125.977
3269,elizabeth rose,the good life,Electronic,0,226494,3,0.32,0.934,6,-5.317,0.251,3.73e-05,0.00313,0.0821,0.532,102.101
3270,collide,deep,Electronic,1,197133,4,0.403,0.744,9,-12.643,0.041,0.0067,0.1,0.124,0.362,98.357
3271,fatboy slim,champion sound,Electronic,0,201347,4,0.841,0.859,6,-7.727,0.0681,0.00675,0.0,0.384,0.86,100.011
3272,datarock,back in the seventies,Electronic,1,180749,4,0.527,0.893,2,-4.877,0.0635,2.44e-05,0.0805,0.0912,0.569,149.952
3273,duke dumont,melt,Electronic,1,277093,4,0.711,0.513,0,-7.788,0.0395,0.0132,0.00223,0.0606,0.263,127.977
3274,andrew london,american summer,Electronic,1,232013,4,0.442,0.722,4,-4.422,0.0329,0.00845,0.0,0.248,0.506,105.742
3275,atari teenage riot,no success,Electronic,0,228960,4,0.304,0.973,6,-7.017,0.183,0.0254,0.0211,0.339,0.0384,85.943
3276,dive,fall away,Electronic,0,198680,4,0.516,0.799,5,-3.144,0.028,0.088,0.0,0.264,0.456,93.93
3277,atb,feel you,Electronic,0,238347,4,0.621,0.623,9,-10.785,0.0344,0.687,0.927,0.105,0.795,117.145
3278,friendly fires,running away,Electronic,0,182133,4,0.477,0.928,9,-4.597,0.0556,0.00136,0.00106,0.229,0.5,111.48
3279,armin van buuren,never wanted this,Electronic,0,293053,4,0.615,0.553,4,-14.863,0.0366,0.033,0.598,0.225,0.0613,110.006
3280,factory floor,fall back,Electronic,1,442551,4,0.697,0.991,11,-5.791,0.0607,0.000256,0.85,0.0991,0.466,130.003
3281,grafton primary,all stars,Electronic,1,263960,4,0.564,0.793,0,-3.604,0.0632,0.00322,3.14e-06,0.346,0.659,133.014
3282,frou frou,shh,Electronic,0,334573,4,0.651,0.804,6,-9.455,0.0304,0.636,0.689,0.105,0.344,130.991
3283,conjure one,the distance,Electronic,1,235000,4,0.307,0.483,10,-11.33,0.0295,0.471,0.0464,0.143,0.116,173.804
3284,enigma,following the sun,Electronic,0,347933,4,0.645,0.714,7,-8.08,0.0354,0.161,0.024,0.263,0.625,116.971
3285,crystal castles,violent youth,Electronic,1,261653,4,0.717,0.735,6,-7.96,0.126,0.146,0.23,0.386,0.818,130.995
3286,ema,marked,Electronic,1,260560,4,0.326,0.51,2,-7.991,0.0363,0.579,2.04e-05,0.135,0.239,148.92
3287,brian eno,moonlight in glory,Electronic,1,269320,4,0.786,0.713,7,-9.141,0.0413,0.537,0.498,0.0853,0.533,107.465
3288,enigma,beyond the invisible,Electronic,0,300027,4,0.458,0.683,7,-9.823,0.0319,0.0793,0.0252,0.137,0.15,99.009
3289,gentleman,it no pretty,Electronic,1,187187,4,0.67,0.732,0,-5.421,0.0653,0.162,0.0,0.478,0.507,83.057
3290,abandon all ships,take one last breath,Electronic,1,219587,4,0.331,0.961,5,-4.531,0.215,0.00104,0.0,0.0804,0.199,138.987
3291,armin van buuren,wall of sound,Electronic,1,385747,4,0.536,0.797,2,-11.845,0.0416,0.000217,0.526,0.701,0.333,132.983
3292,cappella,shake your body,Electronic,0,292373,4,0.713,0.701,10,-13.868,0.0382,0.0154,0.716,0.494,0.467,129.322
3293,enigma,seven lives,Electronic,1,265280,4,0.638,0.511,1,-11.404,0.162,0.23,0.0509,0.231,0.294,89.968
3294,baio,the names,Electronic,0,217467,4,0.682,0.631,11,-8.603,0.0992,0.00464,0.149,0.185,0.352,128.02
3295,boy in static,where it ends,Electronic,1,279838,4,0.453,0.893,4,-6.695,0.0613,0.00218,0.212,0.0735,0.316,136.075
3296,cut copy,feel the love,Electronic,0,269560,4,0.538,0.844,9,-4.538,0.0418,0.0114,0.000625,0.309,0.29,126.056
3297,culture beat,one good reason,Electronic,1,309067,4,0.723,0.603,2,-12.812,0.0406,6.77e-05,0.0873,0.128,0.0835,119.955
3298,deine lakaien,2nd sun,Electronic,0,240280,4,0.502,0.177,9,-15.35,0.034,0.941,0.00415,0.0789,0.165,131.263
3299,armin van buuren,beautiful life,Electronic,1,368640,4,0.64,0.745,8,-6.977,0.0394,0.0496,0.0128,0.0754,0.466,128.001
3300,goldfrapp,horse tears,Electronic,0,310267,4,0.308,0.22,4,-14.174,0.0299,0.836,0.299,0.0932,0.0901,87.549
3301,everything but the girl,come hell or high water,Electronic,1,203507,3,0.307,0.326,4,-11.981,0.0289,0.576,2.41e-06,0.0843,0.276,130.313
3302,buju banton,hush baby hush,Electronic,1,260773,4,0.835,0.909,10,-8.66,0.0422,0.126,0.0,0.338,0.972,127.086
3303,goldfrapp,i wanna life,Electronic,0,253880,4,0.672,0.64,11,-6.42,0.0365,0.429,0.00309,0.0999,0.508,130.008
3304,cazzette,weapon,Electronic,1,189733,4,0.696,0.834,3,-3.443,0.0584,0.149,1.13e-05,0.0712,0.828,127.972
3305,conjure one,under the gun,Electronic,0,334027,4,0.572,0.683,4,-8.028,0.055,0.039,0.00904,0.0751,0.299,135.998
3306,damaged bug,cough pills,Electronic,0,252000,4,0.93,0.522,11,-9.552,0.0417,0.239,0.308,0.0738,0.971,96.459
3307,blue foundation,black s,Electronic,1,293360,4,0.631,0.643,7,-9.693,0.0294,0.0174,0.723,0.687,0.416,135.088
3308,dawin,just girly things,Electronic,1,238453,4,0.826,0.832,11,-4.98,0.0691,0.00537,0.0282,0.0582,0.616,93.989
3309,delerium,consciousness of love,Electronic,0,277400,4,0.536,0.828,6,-6.779,0.0501,0.0399,0.00233,0.0967,0.536,83.963
3310,dalvin degrate,more than friends,Electronic,1,294907,4,0.618,0.808,2,-5.367,0.0337,0.02,0.0492,0.211,0.367,94.003
3311,the avener,your love rocks,Electronic,0,248773,4,0.607,0.758,3,-5.769,0.166,0.382,3.8e-05,0.176,0.757,103.926
3312,blutengel,winter of my life,Electronic,1,298733,4,0.564,0.916,6,-4.324,0.0525,0.245,0.0006,0.332,0.71,125.981
3313,combichrist,gotta go,Electronic,1,179096,4,0.477,0.982,7,-3.588,0.0535,7.73e-06,0.0,0.362,0.596,100.977
3314,chic,what about me,Electronic,0,254160,4,0.809,0.673,9,-10.07,0.0324,0.44,0.000181,0.297,0.917,92.204
3315,front 242,geography ii,Electronic,1,70480,4,0.638,0.716,1,-9.967,0.0467,9.04e-05,0.139,0.137,0.105,119.952
3316,chic,real people,Electronic,1,323680,4,0.745,0.931,0,-5.541,0.0658,0.439,7.61e-05,0.382,0.809,96.893
3317,galantis,water,Electronic,0,222973,4,0.394,0.704,7,-4.734,0.0447,0.0483,0.0,0.173,0.124,127.901
3318,combichrist,empty,Electronic,1,271634,4,0.512,0.822,0,-6.327,0.0737,6.19e-05,0.731,0.0953,0.2,135.032
3319,apollo 440,stop the rock,Electronic,1,212400,4,0.594,0.988,10,-3.377,0.0759,0.276,0.0307,0.339,0.595,150.017
3320,bassnectar,vava voom,Electronic,1,229714,4,0.535,0.969,7,-1.18,0.0403,0.000409,0.000166,0.345,0.168,140.044
3321,blutengel,dancing in the light,Electronic,0,302933,4,0.675,0.723,5,-7.298,0.0302,0.000239,0.323,0.259,0.656,117.988
3322,benzel,touch,Electronic,1,185693,4,0.546,0.475,0,-8.478,0.0366,0.0443,0.0232,0.254,0.291,142.018
3323,calvin harris,ready for the weekend,Electronic,0,217133,4,0.818,0.713,9,-4.813,0.0375,0.126,3.2e-05,0.0382,0.937,137.969
3324,the bunny the bear,cancer,Electronic,0,263413,4,0.138,0.776,8,-5.862,0.0488,0.00633,0.0,0.274,0.176,67.054
3325,the avalanches,light up,Electronic,1,94680,4,0.285,0.512,10,-12.786,0.052,0.863,0.00182,0.159,0.498,113.358
3326,cappella,i need your love,Electronic,0,210720,4,0.614,0.942,9,-7.484,0.101,0.0198,8.02e-05,0.335,0.589,137.916
3327,fatboy slim,sho nuff,Electronic,1,200960,4,0.89,0.856,5,-6.708,0.136,0.48,0.216,0.433,0.919,122.653
3328,bow to each other,darkness,Electronic,1,223605,4,0.443,0.616,1,-10.276,0.0342,0.000191,0.000595,0.108,0.647,170.031
